172.18,143.36,241.23,134.65,19.56,56.826,349.23,276.58,648.29,517.85,312.89,133.1,95.069,96.081,117.62,91.394,148.94,240.54,869.71,376.89,310.37,99.055,251.31,124.94,188.29,272.68,280.31,159.66,108.44,165.7,918.98,218.25,306.3,484.1,291.71,146.69,192.22,252.42,204.05,207.48,135.07,402.38,224.01,318.49,840.82,300.46,335.21,174.74,121.25,157.19,60.296,111.56,95.506,131.89,209.04,204.35,351.02,538.25,206.79,107.09,107.7,118.1,193.32,125.01,76.886,310.68,279.43,443.64,376.15,229.9,48.932,160.88,111.29,162.65,127.5,55.143,62.495,102.88,307.01,244.28,508.73,169.29,70.048,122.59,77.677,66.957,67.823,112.49,63.118,207.63,137.37,332.27,501.2,144.4,151.82,117.97,71.317,143.37,91.989,59.241,47.911,164.52,161.55,176.98,112.24,297.76,76.48,305.31,236.4,93.865,135.03,115.98,74.547,187.01,644.76,415.52,661.97,448.27,492.6,115.43,153.48,191.67,402.33,86.454,74.034,512.3,245.83,256.29,349.77,115.58,707.56,162.3,368.86,257.54,277.68,203.05,165.61,270.03,282.68,599.76,474.7,185.15,190,242.74,208.04,103.89,195.79,72.078,120.79,152.68,162.03,727.26,563.89,338,215.61,206.47,237.59,140.2,169.94,155.29,96.142,185.6,468.83,454.07,234.13,179.7,293.15,90.731,147.93,128.51,184.01,69.456,176.37,86.194,414.61,289.17,1002.7,672.52,145.79,142.27,198.29,156.13,143.58,115.89,298.63,234.27,130.8,567.49,621.77,352.45,369.84,159.59,168.64,110.5,122.69,117.34,43.132,224.76,582.86,589.13,536.36,249.04,102.52,121.99,295.77,109.54,143.64,69.918,140.3,99.699,351.42,272.79,543.34,156.64,244.09,351.3,178.48,148.08,182.67,69.88,47.11,169.79,667.02,293.57,241.73,171.09,88.209,124.36,283.15,135.01,118.51,61.578,57.169,202.24,339,279.37,460.06,565.2,211.81,245.55
235.49,154.51,162.15,63.066,37.595,28.748,225.11,403.61,544.6,167.99,131.26,102.74,102.19,172.85,101.06,35.222,51.221,68.485,204.86,302.87,652.9,368.32,92.63,87.345,89.861,250.85,72.358,81.525,74.019,118.03,327.94,113.35,976.46,281.47,450.67,226.48,121.66,200.41,221.98,129.36,65.52,96.424,681.46,626.05,889.73,177.61,134.98,134.1,128.35,108.04,202.37,117.63,66.251,188.49,219.85,522.88,442.99,99.184,77.286,85.496,183.37,215.95,29.271,81.058,67.642,184.47,357.66,542.56,496.14,188.28,89.534,98.008,79.836,91.99,135.34,82.409,68.233,236.3,720.74,489.27,840.02,245.17,155.86,95.615,328.75,367.65,191.18,177.89,293.04,473.67,700.75,608.11,563.3,136.06,119.83,412.14,463.3,293.39,333.63,155.21,148.44,416.92,642.85,770.06,553.42,481.56,277.9,239.01,220.02,315.38,1523.5,473.09,661.61,500.52,272.54,713.51,325.26,336.13,273,109.66,202.14,125.11,107.45,141.89,107.65,181.5,241.36,167.04,856.77,159.7,285.95,144.21,240.24,238.22,238.49,193.86,99.6,167.25,307.5,582.37,1179.8,234.33,104.79,87.076,145.25,184.96,272.3,122.47,44.437,275.04,143.49,341.32,425.99,170.84,121.05,61.302,124.86,147.98,136.38,72.923,46.076,216.16,177.39,465.8,456.04,324.66,105.11,122.93,206.26,136.67,319.09,254.84,153.42,253.12,575.84,736.57,253.35,371.88,249.77,94.439,254.6,252.2,167.8,143.27,144.28,197.81,390.46,683.77,433.83,368.1,161.13,95.698,136.51,151.89,128.86,170.95,45.051,262.31,221.47,370.81,897.6,259.39,122.67,96.993,84.561,174.6,116.21,76.363,79.475,126.83,512.28,552.98,433.11,202.68,423.84,162.94,80.064,217.31,91.591,96.952,70.994,259.42,344.39,461.91,390.92,233.17,127.64,122.22,125.22,168.33,97.796,76.948,70.877,150.76,265.75,183.95,1086.5,640.26,118.61,180.04
85.762,108.43,171.68,134,61.064,333.79,229.9,268.15,430.85,262.53,104.71,176.12,121.99,179.88,102.2,96.15,75.404,217.22,186.63,279.29,197.43,291.87,86.823,127.64,74.631,157.05,182.37,124.12,110.25,205.74,108.63,216.64,239.68,111.29,98.983,109.73,54.161,159.63,121.63,89.122,59.645,246.31,541.75,418.21,658.92,239.51,91.081,112.95,224.43,139.35,182.31,136.37,133.17,237.41,197.64,708.97,377.16,479.34,317.9,228.31,169.09,238.69,102.75,84.272,44.849,142.83,386.34,264.42,428.07,245.06,116.23,77.825,191.59,367.45,118.91,146.88,95.511,206,229.86,461.28,869.15,337.16,599.91,256.79,84.007,94.875,273.51,112.67,78.246,171.05,339.53,770.38,603.76,171.28,105.05,79.547,95.205,122.63,221.99,100.44,159.24,313.75,455.39,352.11,462.66,98.683,89.958,94.14,153.47,138.37,192.88,56.524,78.026,195.93,267.33,487.84,472.69,387.76,168.08,191.17,188.66,228.4,188.13,205.2,163.07,200.85,873.47,338.55,864.38,376.5,139.27,214.9,79.662,146.88,70.455,104.72,87.364,75.613,422.75,194.19,305.92,208.12,194.94,94.159,88.064,95.595,176.53,52.432,51.354,136.5,265.67,280.77,734.47,592.61,310.12,87.358,120.31,198.03,174.14,241.82,102.11,574.18,807.09,508.57,642.83,116.15,80.769,181.69,160.45,281.98,99.543,90.216,84.888,160.44,333.47,145.38,152.33,157.38,193.21,120.53,121.29,167.19,122.86,81.869,126.59,176.42,215.03,445.03,756.59,159.05,229.39,155.45,123.14,129.09,113.57,117.04,129.21,236.44,896.93,535.12,540.69,221.54,250.48,195.85,178.14,110.46,92.867,79.614,74.966,315.29,301.07,394.15,214.36,263.05,72.711,125.51,132.04,202.76,203.35,64.761,35.866,51.335,423.24,529.47,329.43,259.39,239.47,111,56.483,140.67,163.74,76.892,60.232,80.562,350.73,114.28,198.82,126.4,119.36,83.374
58.902,322.02,191.32,47.002,104.95,239.99,489.07,191.37,473.15,275.97,105.52,121.16,75.712,121.09,137.35,68.303,50.06,124.26,814.47,620.82,450.82,208.98,172.49,144.8,116.29,225.67,272.44,108.12,104.93,144.46,356.83,611.11,967.39,330.72,90.677,79.309,151.03,184.95,204.85,70.225,90.253,360.86,219.81,516.71,428.12,237.19,119.6,108.21,52.39,162.14,120.4,56.613,70.799,244.32,245.36,163.83,155.82,111.16,54.415,79.008,118.43,89.295,340.32,212.68,44.863,58.825,327.73,887.8,846.16,89.401,105.31,119.97,108.97,224.17,818.04,412.48,221.06,642.57,299.01,560.69,516.47,667.36,299.18,198.24,362.24,233.72,123.49,269.6,71.031,100.47,260.19,274.25,178.31,101.55,206.36,104.82,392.35,177.1,88.755,50.349,72.821,128.4,747.23,868.98,478.64,334.47,115.98,160.64,156.71,287.37,271.82,138.94,131.48,218.47,210.92,217.13,701.71,255.85,201,178.46,99.471,117.65,103.74,63.149,59.145,106.71,247.93,325.47,215.64,155.81,80.499,211.19,135.57,120.31,85.16,48.299,103.11,139.01,498.97,481.2,298.41,183.45,67.889,51.768,223.74,169,134.64,72.342,104.94,168.99,328.91,583.59,985.06,509.27,125.98,146.78,81.377,149.64,225.39,94.234,103.07,124.81,399.64,390.76,667.19,614.35,272.33,144.01,226.17,171.88,201.6,139.69,91.15,242.33,336.62,486.13,227.28,179.45,114.3,157.43,202,86.366,222.03,45.304,82.965,543.28,244.88,135.82,504.1,208.73,115.8,186.91,227.78,165.48,136.04,42.491,40.718,206.82,474.03,251.62,513.08,583.05,161.79,266.86,129.33,172.25,199.94,66.589,93.496,562.22,791.08,779.13,640.27,492.73,351.51,122.29,210.19,68.806,122.31,121.04,77.72,254.21,345.19,381.42,195.77,180.92,93.48,108.87,122.71,70.799,52.57,34.322,68.598,226.76,391,149.31,167.83,166.81,79.691,113.34
73.973,213.87,339.42,110.1,89.511,169.33,226.35,402.28,276.24,119.26,228.44,258.33,108.73,115.12,195.06,76.727,164.31,126.15,537.03,308.56,299.66,165.85,210.8,168.3,113.51,158.74,148.67,88.334,65.61,172.49,205.81,479.93,290.78,132.03,270.8,92.441,305.57,328.51,286.58,329.18,145.89,156.75,218.35,634.37,636.62,219.18,113.44,81.924,208.58,164.5,141.59,124.16,74.234,277.86,805.53,846.41,384,294.29,212.53,88.503,238.88,158.31,153.71,94.523,57.922,183.96,299.81,395.32,484.69,188.38,126.1,438.83,342.99,85.238,137.44,120.57,175.5,145.98,613.45,411.97,508.47,195.09,148.78,97.412,115.71,127.76,190.33,46.962,77.619,66.807,173.89,237.47,343.86,234.28,119.39,64.961,161.34,145.05,236.51,115.01,57.934,189.73,219.23,148.19,683.22,181.36,174.25,116.75,119.88,223.44,285.23,120.02,134.52,142.72,303.35,400.46,96.891,85.269,168.8,93.267,272.81,162.85,145.54,186.73,67.724,86.17,365.34,809.2,347.89,112.13,115.15,85.9,229.25,115.93,197.73,112,71.181,674.62,399.79,207.83,957.06,198.29,58.397,80.17,78.386,240.37,188.76,163.12,153.94,114.58,169.52,238.24,503.27,141.04,153.21,95.032,103.37,99.055,120.51,146.41,101.05,133.94,302.97,143.72,668.32,139.05,75.433,99.034,92.812,62.043,118.22,46.876,68.454,48.983,308.43,448.51,196.11,99.516,105.5,96.84,148.18,177.85,153.5,26.204,80.309,229.92,438.17,316.86,754.65,377.63,57.626,94.685,103.93,56.244,183.47,118.02,91.082,365.16,660,268.44,251.35,307.97,212.55,176.98,324.55,195.94,193.49,171.14,105.19,147.87,189.45,341.84,109,157.14,58.388,87.837,50.64,144.96,94.567,101.65,72.374,64.693,309.64,603.19,281.1,210.5,53.62,92.618,65.298,227.89,146.26,66.409,59.082,68.359,295.9,285.5,1403.7,763.56,236.24,158.76
137.26,189.62,94.169,51.499,44.737,156.8,464.62,219.21,279.85,200.37,67.967,112.73,78.413,121.91,410.4,296.77,112.11,74.22,210.96,655.69,850.49,181.06,132.64,57.742,91.941,125.33,242.93,158.67,77.39,89.305,79.723,172.47,308.01,208.52,128.07,116.26,77.09,395.9,245.91,74.492,162.92,244.55,304.91,292.5,239.22,41.408,207.8,131.97,132.29,294.84,276.18,218.02,119.51,117.4,251.76,269.37,770.82,286.08,49.553,194.93,143.57,226.66,292.21,86.936,60.326,78.333,562.82,606.31,419.53,140.66,278.03,483.93,1114.6,394.05,587.51,341.43,222.02,83.578,271.47,302.19,655.37,325.74,219.01,170.28,186.1,166.68,145.43,106.81,78.269,121.32,329.44,175.03,581.1,204.88,83.298,91.182,223.36,150.13,115.81,63.294,118.63,229.77,699.64,645.07,390.67,144.06,107.19,91.733,97.423,162.15,96.693,60.329,71.902,70.706,408.52,265.29,971.46,474.32,91.597,256.79,119.88,201.93,199.59,157.85,61.337,149.99,268.13,766.7,378.77,160.83,198.7,86.751,139.92,96.488,64.082,127.79,104.39,44.065,390.84,151.86,502.1,345.56,134.23,180.28,118.6,152.75,170.62,94.083,162.4,191.95,208.3,424.27,595.12,106,303.31,204.97,193.13,156.34,151.74,112,75.022,64.689,289.31,289.29,197.26,208.04,120.36,97.824,88.618,155.57,50.646,48.064,56.685,168.12,320.47,533.09,360.26,217.89,121.94,93.284,150.2,172.8,200.2,67.756,17.7,132.17,348.71,332.1,253.7,202.82,242.55,126.39,201.53,107.12,82.664,93.555,127.86,491.09,837.63,147.98,355.08,216.34,271.57,136.08,104.62,68.98,165.39,184.99,87.463,205.38,119.93,141.92,223.99,266.55,115.11,121.48,107.44,296.17,90.267,53.236,57.983,180.2,186.91,169.14,194.81,246.75,313.38,110.06,162.8,106.8,226.78,190.23,116.82,102.43,349.14,121.91,165.81,146.46,159.81,91.446
152.08,301.63,190.77,207.41,111.51,342.81,341.9,487.89,636.08,542.16,264.1,125.12,132.59,185.24,249.93,215.16,85.395,476.81,281.95,671.59,450.08,227.58,65.716,135.45,70.108,161.71,117.26,62.761,93.181,345.48,259.93,446.56,139.48,88.75,81.985,69.842,101.25,133.89,86.322,47.765,139,89.072,411.64,539.35,187.5,152.69,124.49,74.254,106.17,252.57,130.09,92.923,45.426,70.111,252.64,340.07,523.55,379.28,145.25,212.11,270.79,290.47,244.1,87.301,69.19,127.67,605.68,642.36,284.96,175.66,260.98,70.555,135.46,148.35,198.18,84.099,35.869,229.8,373.24,567.81,306.07,110.14,185.37,67.414,148.79,114.62,281.23,66.34,103.04,494.59,384.55,578.17,233.18,301.7,155.06,106.56,343.46,174.94,337.52,219.23,198.75,403.05,574.99,604.46,1173.9,121.25,190.47,127.45,274.64,198.39,171.61,95.39,86.423,145.68,343.54,250.18,121.09,176.68,77.614,102.31,138.99,71.014,63,75.652,32.948,67.812,147.24,93.513,118.18,103.06,55.065,112.6,123.65,167.23,179.78,72.366,55.914,134.65,368.19,688.31,647.52,224.13,122.56,153.62,173.83,120.5,80.56,62.813,228.35,571.95,364.33,1122.5,430.67,227.12,142.73,117.37,52.831,141.1,65.915,63.119,69.139,256.37,380.98,798.49,355.24,155.86,94.124,96.368,118.77,58.096,120.05,89.065,23.496,75.892,295.74,820.21,467.01,832.96,85.307,255.8,148.3,319.92,233.68,223.27,181.41,176.49,157.46,531.05,437.25,336.7,219.34,150.94,266.92,98.257,137.39,109,252.28,169.22,741.69,199.56,757.6,553.46,315.93,287.05,178.07,324.18,147.96,122.05,74.908,60.277,314.18,845.21,606.45,83.37,120.06,146.6,268.91,97.513,154.34,71.337,57.538,202.86,298.09,511.04,761.58,532.9,92.906,171.3,210.97,207.22,156.42,95.943,84.749,191.11,588.76,371.48,1335.3,367.75,205.7,296.12
37.437,114.28,135.75,49.963,62.972,181.69,238.29,399.24,213.1,252.69,258.07,86.328,128.58,122.5,58.519,123.48,59.389,127.1,395.98,894.61,480.4,465.03,562.43,202.34,254.3,216.68,142.73,186.08,56.546,135.17,308.32,294.91,910.94,300.89,225.02,150.12,212.89,187.28,252.6,197.77,47.199,201.44,581.7,294.48,406.65,155.69,184.8,138.94,142.03,105.91,223.93,91.459,112.11,353.73,188.19,331.01,908.52,391.34,170.59,181.49,122.51,152.8,97.796,133.08,149.87,96.491,1324.3,425.02,304.19,148.03,85.592,139.68,87.21,157.83,132.7,45.176,63.186,64.95,368.01,390.83,314.74,208.32,70.503,106.01,115.54,207.43,165.75,184.98,140.93,202.08,180.32,297.94,257.77,272.4,288.34,170.23,195.28,102.29,103.98,69.863,49.078,183.62,417.75,942.05,621.63,396.03,88.104,109.29,79.417,80.249,263.26,331.74,151.01,66.604,262.11,301.9,336.02,173.51,154.53,130.7,146.03,139.6,163.15,267.63,118.15,122.19,165.93,315.34,193.13,262.69,224.24,124.81,58.577,96.974,293.98,298.54,120.27,61.072,489,933.77,1471.7,627.68,393.58,227.86,263.17,232.42,158.68,79.871,115.67,209.51,803.14,472.86,371,188.29,136.78,94.091,60.792,212.09,162.74,79.908,146.72,165.82,292.01,232.67,356.5,157.03,137.27,146.89,80.905,150.35,95.364,76.847,155.53,129.67,132.97,288.35,290.23,163.6,267.17,146.35,166.21,144.37,63.953,62.582,73.53,59.713,494.59,264.52,482.6,249.18,103.6,325.77,536.1,191.7,43.378,36.638,42.197,64.992,189.82,451.42,298.3,145.09,134.08,112.29,148.44,303.76,207.48,74.48,79.272,156.64,293.47,301.91,392.66,310.84,133.5,133.28,117.62,212.87,327.76,200.67,138.43,292.03,1149.1,354.75,1689.6,966.4,207.53,236.38,459.58,276.78,308.31,131.94,119.03,730.31,311.16,509.38,414.81,552.19,220.06,174.75
182.95,202.35,152.36,117.14,144.97,113.69,234.74,402.74,278.17,73.25,149.22,132.32,92.919,174.96,603.81,96.62,216.64,304.23,443.51,150.63,725.66,326.07,161.53,150.84,147.23,159.99,232.2,124.16,148.74,213.91,187.42,225.54,220.15,184.05,163.41,65.938,95.879,116.71,94.481,100.21,33.055,304.38,259.31,572.71,194.16,410.56,258.3,79.091,272.43,190.58,118.49,259.77,288.73,88.73,169.32,130.75,298.83,221.15,269.1,128.53,51.104,74.93,124.49,59.979,43.112,106.2,975.6,376.16,198.04,159.73,95.092,150.75,180.81,179.28,271.59,288.08,113.78,46.58,228.89,1490.2,424.89,195.61,343.34,278.61,129.61,250.41,380.1,347.34,270.16,586.77,350.88,604.24,518.69,224.22,379.53,174.17,203.33,254.92,200.25,130.42,137.44,129.73,283.21,256.54,329.81,182.05,94.308,323.68,138.89,258.52,147.52,95.324,223.49,58.732,275.54,338.48,616.5,187.38,103.12,97.337,178.73,125.19,111.22,73.317,89.287,220.57,393.19,200.27,85.884,90.976,67.375,81.827,127.79,276.6,80.8,70.659,120.81,295.26,323.64,538.28,194.66,180.09,59.349,87.158,263.2,157.63,197.04,45.728,74.142,115.05,541.68,253.4,298.86,95.041,64.68,130.58,183.19,151.38,161.33,73.14,49.975,126.54,309.88,131.79,656.68,130.55,90.607,96.018,281.85,74.537,160.92,100.81,186.71,148.64,273.96,468.03,299.24,296.68,69.789,67.094,205.87,44.921,41.881,40.189,15.135,63.995,222.68,367.73,230.38,118.38,159.94,94.95,164.96,214.46,93.486,143.99,84.776,32.7,795.43,497.61,458.02,117.78,72.192,119.65,143.26,119.22,52.5,66.999,75.02,408.93,343.03,510.77,286.44,154.24,70.411,92.061,208.81,115.03,112.4,70.576,36.743,257.35,336.59,329.63,1232.2,1023.8,95.857,216.83,155.11,200.51,351.13,98.14,80.692,92.292,228.59,372.42,197.89,128.41,135.84,90.677
143.69,116.61,215.31,304.02,102.05,215.37,297.42,564.66,547.33,260.89,175.04,166.77,159.07,219.69,179.86,104.1,96.439,54.815,230.32,480.66,250.76,264.24,87.231,104.37,308.53,195.12,36.972,87.368,189.92,57.791,232.24,149.48,734.53,290.46,114.56,137.27,186.45,81.889,337.16,200.14,83.031,104.97,521.66,259.22,357.51,174.65,93.992,73.184,75.511,195.23,91.001,131.68,87.193,183.37,380.15,891.99,498.93,233.74,136.22,64.171,48.739,91.23,113.79,122.38,128.88,182.86,399.69,774.02,594.97,276.36,172.55,132.32,176,155.81,204.9,164.63,111.98,143.75,501,379.04,504.42,429.02,271.96,217.49,225.58,244.41,321.76,148.22,227.73,360.35,504.04,315.6,2643.8,417.92,206.68,175.23,121.67,89.675,63.807,90.922,61.567,142.23,465.79,404.65,380.88,224.18,105.81,187.02,134.81,148.37,119.84,98.693,33.773,202.72,362.63,208.56,223.91,102.13,170.72,85.876,243.83,216.26,73.352,48.774,74.959,314.48,109.44,389.39,213.21,96.066,80.689,82.659,73.314,85.472,85.777,33.771,72.653,229.7,458.74,405.72,1315.5,429.96,73.579,136.81,183.52,221.93,142.81,144.19,112.77,296.38,501.29,1063.1,467.56,104.61,178.76,152,118.04,216.57,157,52.554,57.765,178.52,308.05,419.92,789.78,289.91,117.05,151.54,210.83,122.96,128.02,69.717,70.623,109.38,321.1,218.75,584.82,221.38,83.447,73.502,90.939,151.1,104.51,75.556,39.925,87.177,102.29,411.55,408.2,172.98,88.97,94.091,109.71,93.204,84.501,123.91,45.131,40.275,217.39,514.08,238.29,284.97,60.402,71.865,67.119,64.597,91.922,56.422,37.111,306.02,123.55,244.15,358.18,272.04,52.572,284.34,114.15,197.15,221.99,275.68,203.96,108.47,767.78,349.58,992.24,527.74,145.29,529.49,171.13,180.02,360.64,94.67,95.821,251.08,292.34,534.47,280.42,406.82,102.68,65.464
